row_id,job_url
38,https://job-openings.monster.com/AI-Experts-Data-Scientist-Machine-Learning-Engineers-San-Jose-CA-US-Samsung-R-D-Institute-India-Bangalore-Private-Ltd/11/193841953
39,https://job-openings.monster.com/Data-Scientist-Greenwich-CT-US-Focus-Capital-Markets/11/193806208
40,https://job-openings.monster.com/IT-Data-Scientist-San-Francisco-CA-US-Sunrise-Systems-Inc/11/193691209
41,https://job-openings.monster.com/Data-Scientist-West-County-MO-US-Safety-National/11/193690541
42,https://job-openings.monster.com/Data-Scientist-recent-or-soon-to-be-Data-Science-graduates-Tampa-FL-US-PF1-Professional-Services/11/193692920
43,https://job-openings.monster.com/Data-Scientist-Granite-City-IL-US-Amsted-Rail-ASF-Keystone/11/193619914
44,https://job-openings.monster.com/Data-Scientist-Reports-to-the-Head-of-IT-of-a-NYC-Credit-Union-New-york-NY-US-The-Metropolitan-Companies/11/193602898
45,https://job-openings.monster.com/High-level-Data-Scientist-Dearborn-MI-US-Ciber-Inc/11/193606974
46,https://job-openings.monster.com/Data-Scientist-Mountain-View-CA-US-Ness-USA-Inc/11/192952919
47,https://job-openings.monster.com/Innovation-Technology-Senior-Data-Scientist-New-York-NY-US-PWC/22/06d06066-f5b1-4a2f-92ee-cabbed04c39a
48,https://job-openings.monster.com/Data-Sceintist-Dallas-TX-US-Brainworks/11/194033074
49,https://job-openings.monster.com/Data-Scientist-Boca-Raton-FL-US-Perr-Knight/11/194457602
50,https://job-openings.monster.com/Data-Scientist-Glen-Allen-VA-US-APEX-Systems/11/194424106
51,https://job-openings.monster.com/Data-Scientist-TS-SCI-Required-Reston-VA-US-Federal-Hill-Consulting/11/194400448
52,https://job-openings.monster.com/Data-Scientist-Vienna-VA-US-Strategic-Operational-Solutions-Inc-STOPSO/11/194392527
53,https://job-openings.monster.com/Data-Scientist-Tableau-Developer-Arlington-VA-US-Industrial-Staffing-Service-Inc/11/194351441
54,https://job-openings.monster.com/Data-Scientist-Atlanta-GA-US-JDC-Group/11/194371150
55,https://job-openings.monster.com/Data-Scientist-16422-Fairfax-VA-US-HII-TSD-Camber-Corporation/11/194318815
56,https://job-openings.monster.com/Data-Scientist-Los-Angeles-CA-US-O'Neil-Capital-Management-Inc/11/194267061
57,https://job-openings.monster.com/Data-Scientist-Phoenix-AZ-US-TechFinders-Staffing/11/194267068
58,https://job-openings.monster.com/Data-Scientist-Rockville-MD-US-Amtex-Systems/11/194261966
59,https://job-openings.monster.com/UPS-Lead-Data-Scientist-Alpharetta-GA-US-UPS/11/193773327
60,https://job-openings.monster.com/Solutions-Engineer-Data-Scientist-TS-SCI-Washington-DC-US/11/192178435
61,https://job-openings.monster.com/Data-Scientist-Suitland-MD-US-Pragmatics-Inc/11/194008886
62,https://job-openings.monster.com/Chief-Senior-Data-Scientists-New-York-NY-US-Knowledgent/11/194003530
63,https://job-openings.monster.com/Senior-Data-Scientist-Reno-NV-US-Crescent-Solutions/11/193729891
64,https://job-openings.monster.com/Senior-Data-Scientist-San-Diego-CA-US-Cameron-Craig-Group/22/107f5ef9-3ef6-4fa3-8caf-821a27f39396
65,https://job-openings.monster.com/Data-Scientist-Fort-Belvoir-VA-US-Engility-Corporation/22/bba243db-ecd4-4ab9-bd46-76b8d1d3aaa7
66,https://job-openings.monster.com/Lead-Data-Scientist-Manager-of-Tampa-FL-US-Joseph-Michaels-International/22/4b24c494-81be-4996-8aab-af3e9d9b5561
67,https://job-openings.monster.com/Data-Scientist-Somerville-MA-US-Oculus-Search-Partners-LLC/22/bb278ceb-deb2-41e3-9edc-ed407cff8a7a
68,https://job-openings.monster.com/Data-Scientist-Computer-Vision-Machine-Learning-Video-An-Raleigh-NC-US-Conduent/22/8b5d2298-9f86-4e44-8757-838cd36c0c00
69,https://job-openings.monster.com/Education-Data-Scientist-Princeton-NJ-US-Public-Consulting-Group/22/35bdda3e-2b21-4cd3-8b94-0cea5f74028c
70,https://job-openings.monster.com/Senior-Data-Scientist-Redwood-City-CA-US-Cox-Automotive/22/2f789f24-f073-442f-b136-782e9dd2abe3
71,https://job-openings.monster.com/Data-Scientist-Data-Analytics-New-York-NY-US-Sports-Media/22/ff8122dc-7f17-4e33-8769-9c7c068e6d2f
72,https://job-openings.monster.com/Senior-Data-Scientist-Beaverton-OR-US-Sports-Equipment/22/112b7a5f-288d-4152-a4f9-89b5beea324f
73,https://job-openings.monster.com/Data-Scientist-Visualization-UI-UX-Chesterfield-MO-US-Mercy/11/194288051
74,https://job-openings.monster.com/Data-Scientist-II-Saint-Louis-MO-US-Commerce-Bank/22/428413b7-798b-4582-8a4d-2089d9119ade
75,https://job-openings.monster.com/Data-Scientist-Philadelphia-PA-US-Pennoni/22/09dcba2d-05b1-4ded-98fb-1d49c09d5d5b
76,https://job-openings.monster.com/Sr-Data-Scientist-Omaha-NE-US-Conagra-Brands-Inc/22/ad54391f-7f6d-41ed-a628-722adc99f7c2
77,https://job-openings.monster.com/Data-Scientist-New-York-NY-US-Pro-Sports/22/6a95fb50-89ac-43e5-ac85-07d6e093b4d1
78,https://job-openings.monster.com/Senior-Data-Scientist-Population-Health-Charlotte-NC-US-Carolinas-HealthCare-System/22/f67e915b-b83b-4c6b-811a-f0197b8a40a1
79,https://job-openings.monster.com/Data-Scientist-Houston-TX-US-Houston-Methodist/22/e78f8f21-238c-480c-8417-2f2e326ec6fa
80,https://job-openings.monster.com/Post-doctoral-Fellow-Data-Scientist-Forman-Lab-CAR-T-Duarte-CA-US-City-of-Hope/22/5c20c494-1b12-4af1-93fd-8ebdbecd85fb
81,https://job-openings.monster.com/Data-Scientist-II-Nashville-TN-US-Corporate-Main-Campus/22/1d9edcb5-2641-4f1c-95f5-15ce9b5079a6
82,https://job-openings.monster.com/Data-Scientist-San-Mateo-CA-US-VC-Funded-FinTech-Start-up/11/194131982
83,https://job-openings.monster.com/Lead-Data-Scientist-New-York-NY-US-Solomon-Page/11/193653988
84,https://job-openings.monster.com/DATA-SCIENTIST-Creve-Coeur-MO-US-The-Judge-Group/11/194434216
85,https://job-openings.monster.com/Principal-Data-Scientist-San-Jose-CA-US-Payette-Group/11/194051131
86,https://job-openings.monster.com/Data-Scientist-Houston-TX-US-Kforce-Inc/11/194045934
87,https://job-openings.monster.com/Health-Outcomes-Data-Scientist-Nashville-TN-US-Sarah-Cannon-Outcomes/22/0a1adc92-3796-4e8f-91bf-ed6a53e44c9f
88,https://job-openings.monster.com/Data-Scientist-Philadelphia-PA-US-CareerMonks/22/48de58d5-0b39-46e7-ace7-9a7f84bba45a
89,https://job-openings.monster.com/Data-Scientist-Consultant-Software-Analytics-Dallas-TX-US-BlueOptima/22/86a6a3e0-234d-412c-9707-1fb476e71de7
90,https://job-openings.monster.com/Data-Scientist-Analytics-Lead-Atlanta-GA-US-Tephra-Inc/22/ab3d1963-33dd-4f54-ae1e-e62b3f649673
91,https://job-openings.monster.com/Data-Scientist-Princeton-NJ-US-Stratus-Staffing/22/2b7d4458-b4cd-4061-a15b-915237767f46
92,https://job-openings.monster.com/Data-Scientist-Ridgefield-CT-US-Nesco-Resource/11/193900559
93,https://job-openings.monster.com/Data-Scientiest-San-Francisco-CA-US-Tenor-Inc/22/87f58e80-31d8-4849-87e2-05b9367b566a
94,https://job-openings.monster.com/1510-Data-Scientist-Redmond-WA-US-Pactera-Technologies/11/193662421
95,https://job-openings.monster.com/Data-Scientist-Data-Analytics-Machine-Learning-Image-Processing-Dallas-TX-US-Keshav-Consulting-Solution/11/193991550
96,https://job-openings.monster.com/Senior-Data-Scientist-Mountain-View-CA-US-Globalupside/11/190651473
97,https://job-openings.monster.com/Software-Engineer-Machine-Learning-Data-Scientist-Milpitas-CA-US-KLA-Tencor/11/194028831
98,https://job-openings.monster.com/Data-Scientist-San-Francisco-CA-US-Intelliswift-Software/11/194038804
99,https://job-openings.monster.com/Data-Scientist-Medical-Imaging-La-Jolla-CA-US-CyberCoders/11/194386993
100,https://job-openings.monster.com/Data-Scientist-Washington-DC-US-ALTA-IT-Services/11/193533891
