row_id,job_url,selector
59,https://www.careerbuilder.com/job/J3S3BB74W957YBW0811?ipath=JRG6&keywords=data+scientist&searchid=547864f5-f3fc-408f-98a2-e4c8dc43c24b&siteid=ns_us_g,.item
60,https://job-openings.monster.com/Solutions-Engineer-Data-Scientist-TS-SCI-Washington-DC-US/11/192178435,#JobDescription
61,https://job-openings.monster.com/Data-Scientist-Suitland-MD-US-Pragmatics-Inc/11/194008886,#JobDescription
62,https://job-openings.monster.com/Chief-Senior-Data-Scientists-New-York-NY-US-Knowledgent/11/194003530,#JobDescription
63,https://job-openings.monster.com/Senior-Data-Scientist-Reno-NV-US-Crescent-Solutions/11/193729891,#JobDescription
64,https://job-openings.monster.com/Senior-Data-Scientist-San-Diego-CA-US-Cameron-Craig-Group/22/107f5ef9-3ef6-4fa3-8caf-821a27f39396,#JobDescription
65,https://job-openings.monster.com/Data-Scientist-Fort-Belvoir-VA-US-Engility-Corporation/22/bba243db-ecd4-4ab9-bd46-76b8d1d3aaa7,#JobDescription
66,https://job-openings.monster.com/Lead-Data-Scientist-Manager-of-Tampa-FL-US-Joseph-Michaels-International/22/4b24c494-81be-4996-8aab-af3e9d9b5561,#JobDescription
67,https://job-openings.monster.com/Data-Scientist-Somerville-MA-US-Oculus-Search-Partners-LLC/22/bb278ceb-deb2-41e3-9edc-ed407cff8a7a,#JobDescription
68,https://job-openings.monster.com/Data-Scientist-Computer-Vision-Machine-Learning-Video-An-Raleigh-NC-US-Conduent/22/8b5d2298-9f86-4e44-8757-838cd36c0c00,#JobDescription
69,https://job-openings.monster.com/Education-Data-Scientist-Princeton-NJ-US-Public-Consulting-Group/22/35bdda3e-2b21-4cd3-8b94-0cea5f74028c,#JobDescription
70,https://job-openings.monster.com/Senior-Data-Scientist-Redwood-City-CA-US-Cox-Automotive/22/2f789f24-f073-442f-b136-782e9dd2abe3,#JobDescription
71,https://job-openings.monster.com/Data-Scientist-Data-Analytics-New-York-NY-US-Sports-Media/22/ff8122dc-7f17-4e33-8769-9c7c068e6d2f,#JobDescription
72,https://job-openings.monster.com/Senior-Data-Scientist-Beaverton-OR-US-Sports-Equipment/22/112b7a5f-288d-4152-a4f9-89b5beea324f,#JobDescription
73,https://job-openings.monster.com/Data-Scientist-Visualization-UI-UX-Chesterfield-MO-US-Mercy/11/194288051,#JobDescription
74,https://job-openings.monster.com/Data-Scientist-II-Saint-Louis-MO-US-Commerce-Bank/22/428413b7-798b-4582-8a4d-2089d9119ade,#JobDescription
75,https://job-openings.monster.com/Data-Scientist-Philadelphia-PA-US-Pennoni/22/09dcba2d-05b1-4ded-98fb-1d49c09d5d5b,#JobDescription
76,https://job-openings.monster.com/Sr-Data-Scientist-Omaha-NE-US-Conagra-Brands-Inc/22/ad54391f-7f6d-41ed-a628-722adc99f7c2,#JobDescription
77,https://job-openings.monster.com/Data-Scientist-New-York-NY-US-Pro-Sports/22/6a95fb50-89ac-43e5-ac85-07d6e093b4d1,#JobDescription
78,https://job-openings.monster.com/Senior-Data-Scientist-Population-Health-Charlotte-NC-US-Carolinas-HealthCare-System/22/f67e915b-b83b-4c6b-811a-f0197b8a40a1,#JobDescription
79,https://job-openings.monster.com/Data-Scientist-Houston-TX-US-Houston-Methodist/22/e78f8f21-238c-480c-8417-2f2e326ec6fa,#JobDescription
80,https://job-openings.monster.com/Post-doctoral-Fellow-Data-Scientist-Forman-Lab-CAR-T-Duarte-CA-US-City-of-Hope/22/5c20c494-1b12-4af1-93fd-8ebdbecd85fb,#JobDescription
81,https://job-openings.monster.com/Data-Scientist-II-Nashville-TN-US-Corporate-Main-Campus/22/1d9edcb5-2641-4f1c-95f5-15ce9b5079a6,#JobDescription
82,https://job-openings.monster.com/Data-Scientist-San-Mateo-CA-US-VC-Funded-FinTech-Start-up/11/194131982,#JobDescription
83,https://job-openings.monster.com/Lead-Data-Scientist-New-York-NY-US-Solomon-Page/11/193653988,#JobDescription
84,https://job-openings.monster.com/DATA-SCIENTIST-Creve-Coeur-MO-US-The-Judge-Group/11/194434216,#JobDescription
85,https://job-openings.monster.com/Principal-Data-Scientist-San-Jose-CA-US-Payette-Group/11/194051131,#JobDescription
86,https://job-openings.monster.com/Data-Scientist-Houston-TX-US-Kforce-Inc/11/194045934,#JobDescription
87,https://job-openings.monster.com/Health-Outcomes-Data-Scientist-Nashville-TN-US-Sarah-Cannon-Outcomes/22/0a1adc92-3796-4e8f-91bf-ed6a53e44c9f,#JobDescription
88,https://job-openings.monster.com/Data-Scientist-Philadelphia-PA-US-CareerMonks/22/48de58d5-0b39-46e7-ace7-9a7f84bba45a,#JobDescription
89,https://job-openings.monster.com/Data-Scientist-Consultant-Software-Analytics-Dallas-TX-US-BlueOptima/22/86a6a3e0-234d-412c-9707-1fb476e71de7,#JobDescription
90,https://job-openings.monster.com/Data-Scientist-Analytics-Lead-Atlanta-GA-US-Tephra-Inc/22/ab3d1963-33dd-4f54-ae1e-e62b3f649673,#JobDescription
91,https://job-openings.monster.com/Data-Scientist-Princeton-NJ-US-Stratus-Staffing/22/2b7d4458-b4cd-4061-a15b-915237767f46,#JobDescription
92,https://job-openings.monster.com/Data-Scientist-Ridgefield-CT-US-Nesco-Resource/11/193900559,#JobDescription
93,https://job-openings.monster.com/Data-Scientiest-San-Francisco-CA-US-Tenor-Inc/22/87f58e80-31d8-4849-87e2-05b9367b566a,#JobDescription
94,https://job-openings.monster.com/1510-Data-Scientist-Redmond-WA-US-Pactera-Technologies/11/193662421,#JobDescription
95,https://job-openings.monster.com/Data-Scientist-Data-Analytics-Machine-Learning-Image-Processing-Dallas-TX-US-Keshav-Consulting-Solution/11/193991550,#JobDescription
96,https://job-openings.monster.com/Senior-Data-Scientist-Mountain-View-CA-US-Globalupside/11/190651473,#JobDescription
97,https://job-openings.monster.com/Software-Engineer-Machine-Learning-Data-Scientist-Milpitas-CA-US-KLA-Tencor/11/194028831,#JobDescription
98,https://job-openings.monster.com/Data-Scientist-San-Francisco-CA-US-Intelliswift-Software/11/194038804,#JobDescription
99,https://job-openings.monster.com/Data-Scientist-Medical-Imaging-La-Jolla-CA-US-CyberCoders/11/194386993,#JobDescription
100,https://www.careerbuilder.com/job/J8Q4QD78V4D031L5XGB?ipath=JRG3&keywords=data+scientist&searchid=547864f5-f3fc-408f-98a2-e4c8dc43c24b&siteid=ns_us_g,.item
